ID,MONTHS_BALANCE,STATUS
5012533,-13,C
5012533,-14,C
5012533,-15,X
5012533,-16,C
5012533,-17,C
5012533,-18,C
5012533,-19,C
5012533,-20,0
5012533,-21,C
5012533,-22,1
5012534,0,0
5012534,-1,C
5012534,-2,0
5012534,-3,X
5012534,-4,C
5012534,-5,1
5012534,-6,C
5012534,-7,X
5012534,-8,C
5012534,-9,C
5012534,-10,C
5012534,-11,C
5012534,-12,C
5012534,-13,0
5012534,-14,0
5012535,0,C
5012535,-1,X
5012535,-2,X
5012535,-3,C
5012535,-4,1
5012535,-5,0
5012535,-6,C
5012535,-7,C
5012535,-8,C
5012535,-9,X
5012535,-10,X
5012535,-11,C
5012535,-12,1
5012535,-13,C
5012535,-14,C
5012535,-15,1
5012535,-16,C
5012535,-17,C
5012536,0,C
5012536,-1,X
5012536,-2,1
5012536,-3,X
5012536,-4,X
5012536,-5,C
5012536,-6,C
5012536,-7,X
5012536,-8,C
5012536,-9,X
5012536,-10,C
5012536,-11,C
5012536,-12,X
5012536,-13,C
5012536,-14,C
5012536,-15,C
5012537,0,X
5012537,-1,C
5012537,-2,C
5012537,-3,C
5012537,-4,C
5012537,-5,X
5012537,-6,X
5012537,-7,C
5012537,-8,C
5012537,-9,C
5012537,-10,X
5012537,-11,C
5012537,-12,C
5012537,-13,1
5012538,0,C
5012538,-1,C
5012538,-2,X
5012538,-3,X
5012538,-4,C
5012538,-5,C
5012538,-6,3
5012538,-7,X
5012538,-8,X
5012538,-9,C
5012538,-10,C
5012538,-11,X
5012538,-12,X
5012538,-13,X
5012538,-14,C
5012539,0,C
5012539,-1,C
5012539,-2,X
5012539,-3,X
5012539,-4,C
5012539,-5,C
5012539,-6,X
5012539,-7,X
5012539,-8,X
5012539,-9,C
5012539,-10,C
5012539,-11,C
5012539,-12,C
5012539,-13,X
5012540,0,X
5012540,-1,X
5012540,-2,X
5012540,-3,X
5012540,-4,C
5012540,-5,X
5012540,-6,C
5012540,-7,C
5012540,-8,C
5012540,-9,X
5012540,-10,C
5012540,-11,C
5012540,-12,X
5012540,-13,0
5012540,-14,C
5012540,-15,C
5012540,-16,C
5012540,-17,C
5012540,-18,C
5012540,-19,0
5012540,-20,C
5012541,0,C
5012541,-1,C
5012541,-2,C
5012541,-3,C
5012541,-4,C
5012541,-5,C
5012541,-6,C
5012541,-7,C
5012541,-8,1
5012541,-9,C
5012541,-10,X
5012541,-11,C
5012541,-12,C
5012541,-13,1
5012541,-14,X
5012541,-15,1
5012541,-16,C
5012541,-17,C
5012541,-18,C
5012541,-19,C
5012542,0,C
5012542,-1,C
5012542,-2,X
5012542,-3,X
5012542,-4,C
5012542,-5,1
5012542,-6,C
5012542,-7,C
5012542,-8,X
5012542,-9,C
5012543,0,X
5012543,-1,1
5012543,-2,X
5012543,-3,X
5012543,-4,0
5012543,-5,C
5012543,-6,X
5012543,-7,C
5012543,-8,C
5012543,-9,C
5012543,-10,C
5012543,-11,C
5012543,-12,X
5012543,-13,C
5012543,-14,X
5012543,-15,C
5012543,-16,C
5012543,-17,C
5012543,-18,C
5012544,0,C
5012544,-1,C
5012544,-2,C
5012544,-3,1
5012544,-4,C
5012544,-5,X
5012544,-6,0
5012544,-7,X
5012544,-8,1
5012544,-9,C
5012544,-10,C
5012544,-11,C
5012544,-12,C
5012544,-13,X
5012544,-14,C
5012544,-15,C
5012544,-16,0
5012544,-17,C
5012544,-18,C
5012544,-19,C
5012544,-20,0
5012545,0,X
5012545,-1,C
5012545,-2,X
5012545,-3,C
5012545,-4,C
5012545,-5,C
5012545,-6,C
5012545,-7,C
5012545,-8,0
5012545,-9,C
5012545,-10,C
5012545,-11,1
5012545,-12,C
5012545,-13,1
5012545,-14,C
5012545,-15,C
5012545,-16,X
5012545,-17,C
5012545,-18,C
5012546,0,0
5012546,-1,C
5012546,-2,C
5012546,-3,C
5012546,-4,C
5012546,-5,X
5012546,-6,0
5012546,-7,X
5012546,-8,X
5012546,-9,C
5012546,-10,C
5012546,-11,C
5012546,-12,X
5012546,-13,C
5012546,-14,X
5012546,-15,C
5012546,-16,C
5012546,-17,C
5012547,0,C
5012547,-1,X
5012547,-2,X
5012547,-3,3
5012547,-4,C
5012547,-5,C
5012547,-6,C
5012547,-7,X
5012547,-8,X
5012547,-9,X
5012547,-10,C
5012547,-11,C
5012547,-12,C
5012547,-13,C
5012547,-14,C
5012547,-15,C
5012547,-16,C
5012547,-17,C
5012548,0,C
5012548,-1,C
5012548,-2,X
5012548,-3,X
5012548,-4,C
5012548,-5,0
5012548,-6,C
5012548,-7,C
5012548,-8,0
5012548,-9,0
5012548,-10,X
5012548,-11,X
5012548,-12,C
5012548,-13,C
5012548,-14,X
5012548,-15,C
5012548,-16,X
5012548,-17,C
5012548,-18,C
5012548,-19,C
5012548,-20,C
5012548,-21,C
5012549,0,C
5012549,-1,C
5012549,-2,C
5012549,-3,0
5012549,-4,X
5012549,-5,0
5012549,-6,C
5012549,-7,C
5012550,0,X
5012550,-1,X
5012550,-2,1
5012550,-3,X
5012550,-4,C
5012550,-5,X
5012550,-6,C
5012550,-7,X
5012550,-8,X
5012550,-9,C
5012550,-10,C
5012551,0,C
5012551,-1,C
5012551,-2,X
5012551,-3,1
5012551,-4,X
5012551,-5,X
5012551,-6,C
5012551,-7,C
5012551,-8,C
5012551,-9,C
5012551,-10,C
5012551,-11,C
5012551,-12,C
5012551,-13,X
5012551,-14,C
5012551,-15,X
5012551,-16,C
5012551,-17,0
5012551,-18,C
5012551,-19,C
5012551,-20,C
5012551,-21,C
5012552,0,C
5012552,-1,X
5012552,-2,0
5012552,-3,C
5012552,-4,X
5012552,-5,0
5012552,-6,X
5012553,0,C
5012553,-1,C
5012553,-2,C
5012553,-3,C
5012553,-4,C
5012553,-5,C
5012553,-6,C
5012553,-7,1
5012553,-8,C
5012553,-9,C
5012553,-10,C
5012553,-11,0
5012553,-12,0
5012554,0,X
5012554,-1,C
5012554,-2,C
5012554,-3,X
5012554,-4,C
5012554,-5,C
5012554,-6,C
5012554,-7,C
5012554,-8,C
5012554,-9,C
5012554,-10,C
5012554,-11,X
5012554,-12,X
5012554,-13,C
5012554,-14,X
5012554,-15,C
5012554,-16,X
5012554,-17,C
5012554,-18,1
5012554,-19,X
5012554,-20,X
5012555,0,C
5012555,-1,X
5012555,-2,4
5012555,-3,0
5012555,-4,X
5012555,-5,3
5012555,-6,C
5012555,-7,0
5012555,-8,C
5012555,-9,C
5012555,-10,C
5012555,-11,X
5012556,0,X
5012556,-1,X
5012556,-2,X
5012556,-3,C
5012556,-4,X
5012556,-5,C
5012557,0,C
5012557,-1,C
5012557,-2,C
5012557,-3,C
5012557,-4,C
5012557,-5,C
5012557,-6,X
5012557,-7,X
5012557,-8,0
5012557,-9,X
5012557,-10,0
5012557,-11,X
5012557,-12,C
5012557,-13,C
5012557,-14,C
5012557,-15,X
5012557,-16,0
5012557,-17,C
5012557,-18,C
5012558,0,C
5012558,-1,X
5012558,-2,C
5012558,-3,4
5012558,-4,C
5012558,-5,C
5012558,-6,X
5012558,-7,0
5012558,-8,C
5012558,-9,C
5012558,-10,1
5012558,-11,X
5012558,-12,X
5012558,-13,2
5012558,-14,X
5012558,-15,1
5012558,-16,X
5012558,-17,1
5012558,-18,C
5012558,-19,1
5012559,0,C
5012559,-1,C
5012559,-2,C
5012559,-3,X
5012559,-4,X
5012559,-5,C
5012559,-6,C
5012559,-7,C
5012559,-8,C
5012559,-9,1
5012559,-10,C
5012559,-11,C
5012560,0,C
5012560,-1,C
5012560,-2,1
5012560,-3,C
5012560,-4,1
5012560,-5,C
5012560,-6,C
5012560,-7,C
5012560,-8,0
5012560,-9,C
5012560,-10,C
5012560,-11,C
5012561,0,X
5012561,-1,X
5012561,-2,X
5012561,-3,C
5012561,-4,C
5012561,-5,C
5012561,-6,1
5012561,-7,C
5012561,-8,C
5012561,-9,X
5012561,-10,C
5012561,-11,C
5012561,-12,C
5012562,0,0
5012562,-1,C
5012562,-2,X
5012562,-3,X
5012562,-4,X
5012562,-5,X
5012562,-6,X
5012562,-7,C
5012562,-8,X
5012562,-9,C
5012562,-10,C
5012562,-11,C
5012562,-12,X
5012562,-13,0
5012562,-14,C
5012562,-15,1
5012562,-16,C
5012562,-17,X
5012562,-18,C
5012562,-19,0
5012562,-20,X
5012562,-21,X
5012563,0,C
5012563,-1,X
5012563,-2,C
5012563,-3,X
5012563,-4,1
5012563,-5,C
5012563,-6,0
5012564,0,C
5012564,-1,X
5012564,-2,X
5012564,-3,C
5012564,-4,C
5012564,-5,X
5012564,-6,C
5012564,-7,C
5012564,-8,C
5012564,-9,1
5012565,0,1
5012565,-1,C
5012565,-2,1
5012565,-3,X
5012565,-4,C
5012565,-5,1
5012565,-6,X
5012565,-7,C
5012565,-8,X
5012565,-9,C
5012566,0,C
5012566,-1,C
5012566,-2,C
5012566,-3,X
5012566,-4,C
5012566,-5,C
5012566,-6,C
5012566,-7,0
5012566,-8,C
5012566,-9,X
5012566,-10,X
5012566,-11,C
5012566,-12,C
5012566,-13,C
5012566,-14,C
5012566,-15,X
5012566,-16,C
5012566,-17,C
5012566,-18,X
5012567,0,C
5012567,-1,C
5012567,-2,C
5012567,-3,C
5012567,-4,0
5012567,-5,C
5012567,-6,C
5012568,0,X
5012568,-1,X
5012568,-2,C
5012568,-3,X
5012568,-4,X
5012568,-5,1
5012568,-6,X
5012568,-7,C
5012568,-8,C
5012568,-9,0
5012568,-10,C
5012568,-11,X
5012568,-12,C
5012568,-13,C
5012568,-14,X
5012568,-15,C
5012568,-16,C
5012568,-17,X
5012569,0,C
5012569,-1,0
5012569,-2,X
5012569,-3,X
5012569,-4,C
5012569,-5,C
5012569,-6,C
5012569,-7,C
5012569,-8,C
5012569,-9,C
5012570,0,X
5012570,-1,C
5012570,-2,X
5012570,-3,C
5012570,-4,X
5012570,-5,X
5012570,-6,C
5012570,-7,C
5012571,0,X
5012571,-1,C
5012571,-2,C
5012571,-3,C
5012571,-4,0
5012571,-5,C
5012571,-6,1
5012571,-7,0
5012571,-8,C
5012571,-9,X
5012571,-10,X
5012571,-11,C
5012571,-12,C
5012571,-13,C
5012571,-14,C
5012571,-15,C
5012571,-16,X
5012571,-17,X
5012571,-18,1
5012571,-19,C
5012571,-20,C
5012571,-21,C
5012571,-22,C
5012571,-23,X
5012572,0,C
5012572,-1,C
5012572,-2,C
5012572,-3,C
5012572,-4,X
5012572,-5,C
5012572,-6,C
5012572,-7,1
5012572,-8,C
5012572,-9,C
5012572,-10,0
5012572,-11,C
5012572,-12,C
5012572,-13,X
5012572,-14,0
5012572,-15,X
5012572,-16,C
5012572,-17,0
5012572,-18,C
5012573,0,X
5012573,-1,0
5012573,-2,1
5012573,-3,C
5012573,-4,C
5012573,-5,1
5012573,-6,0
5012574,0,C
5012574,-1,C
5012574,-2,C
5012574,-3,C
5012574,-4,X
5012574,-5,X
5012574,-6,C
5012574,-7,C
5012575,0,C
5012575,-1,X
5012575,-2,C
5012575,-3,X
5012575,-4,C
5012575,-5,C
5012575,-6,X
5012575,-7,C
5012575,-8,1
5012575,-9,X
5012575,-10,C
5012575,-11,C
5012575,-12,0
5012575,-13,C
5012575,-14,0
5012575,-15,X
5012575,-16,C
5012575,-17,C
5012575,-18,C
5012575,-19,C
5012575,-20,C
5012575,-21,C
5012576,0,C
5012576,-1,C
5012576,-2,X
5012576,-3,C
5012576,-4,0
5012576,-5,C
5012576,-6,X
5012577,0,X
5012577,-1,0
5012577,-2,X
5012577,-3,0
5012577,-4,C
5012577,-5,X
5012577,-6,C
5012577,-7,2
5012578,0,X
5012578,-1,0
5012578,-2,C
5012578,-3,C
5012578,-4,X
5012578,-5,1
5012578,-6,C
5012578,-7,0
5012578,-8,C
5012578,-9,C
5012578,-10,C
5012578,-11,C
5012578,-12,X
5012578,-13,C
5012578,-14,C
5012578,-15,C
5012579,0,X
5012579,-1,1
5012579,-2,C
5012579,-3,C
5012579,-4,X
5012579,-5,X
5012579,-6,X
5012579,-7,X
5012579,-8,C
5012580,0,1
5012580,-1,X
5012580,-2,C
5012580,-3,C
5012580,-4,1
5012580,-5,1
5012580,-6,C
5012580,-7,X
5012580,-8,0
5012580,-9,X
5012580,-10,C
5012580,-11,C
5012580,-12,C
5012580,-13,C
5012580,-14,0
5012580,-15,X
5012580,-16,X
5012580,-17,C
5012580,-18,C
5012580,-19,1
5012581,0,C
5012581,-1,2
5012581,-2,C
5012581,-3,X
5012581,-4,C
5012581,-5,C
5012581,-6,X
5012582,0,0
5012582,-1,C
5012582,-2,0
5012582,-3,C
5012582,-4,1
5012582,-5,X
5012582,-6,X
5012582,-7,C
5012582,-8,X
5012582,-9,C
5012582,-10,X
5012582,-11,C
5012582,-12,C
5012582,-13,C
5012582,-14,X
5012582,-15,C
5012582,-16,X
5012582,-17,X
5012582,-18,C
5012582,-19,0
5012583,0,C
5012583,-1,C
5012583,-2,1
5012583,-3,X
5012583,-4,C
5012583,-5,C
5012583,-6,C
5012583,-7,C
5012583,-8,X
5012583,-9,1
5012583,-10,X
5012583,-11,C
5012583,-12,X
5012583,-13,C
5012583,-14,0
5012583,-15,C
5012583,-16,C
5012583,-17,X
5012583,-18,0
5012583,-19,X
5012583,-20,X
5012583,-21,C
5012583,-22,C
5012583,-23,0
5012584,0,X
5012584,-1,C
5012584,-2,C
5012584,-3,X
5012584,-4,X
5012584,-5,X
5012584,-6,X
5012584,-7,C
5012584,-8,1
5012584,-9,X
5012584,-10,0
5012584,-11,X
5012584,-12,C
5012584,-13,C
5012584,-14,C
5012584,-15,C
5012584,-16,1
5012584,-17,X
5012584,-18,C
5012584,-19,C
5012585,0,C
5012585,-1,0
5012585,-2,C
5012585,-3,X
5012585,-4,X
5012585,-5,X
5012585,-6,X
5012585,-7,1
5012585,-8,C
5012585,-9,1
5012585,-10,C
5012585,-11,X
5012585,-12,C
5012585,-13,X
5012585,-14,0
5012585,-15,1
5012585,-16,X
5012585,-17,C
5012585,-18,1
5012586,0,C
5012586,-1,C
5012586,-2,C
5012586,-3,X
5012586,-4,X
5012586,-5,1
5012586,-6,1
5012586,-7,C
5012586,-8,C
5012586,-9,X
5012586,-10,X
5012586,-11,C
5012586,-12,X
5012586,-13,X
5012586,-14,0
5012586,-15,C
5012586,-16,0
5012586,-17,1
5012586,-18,X
5012586,-19,0
5012587,0,X
5012587,-1,C
5012587,-2,C
5012587,-3,X
5012587,-4,1
5012587,-5,X
5012587,-6,C
5012587,-7,C
5012587,-8,C
5012587,-9,C
5012587,-10,C
5012587,-11,C
5012587,-12,C
5012587,-13,C
5012587,-14,1
5012587,-15,X
5012588,0,C
5012588,-1,C
5012588,-2,C
5012588,-3,X
5012588,-4,1
5012588,-5,C
5012588,-6,X
5012589,0,X
5012589,-1,C
5012589,-2,C
5012589,-3,C
5012589,-4,0
5012589,-5,1
5012589,-6,C
5012589,-7,1
5012589,-8,C
5012589,-9,1
5012589,-10,X
5012589,-11,C
5012589,-12,C
5012589,-13,C
5012589,-14,X
5012589,-15,X
5012589,-16,X
5012589,-17,0
5012589,-18,X
5012589,-19,X
5012589,-20,C
5012589,-21,C
5012589,-22,X
5012589,-23,0
5012590,0,C
5012590,-1,X
5012590,-2,X
5012590,-3,1
5012590,-4,C
5012590,-5,C
5012590,-6,C
5012590,-7,C
5012590,-8,C
5012590,-9,C
5012591,0,C
5012591,-1,C
5012591,-2,X
5012591,-3,C
5012591,-4,C
5012591,-5,X
5012591,-6,C
5012591,-7,X
5012591,-8,C
5012591,-9,C
5012591,-10,C
5012592,0,3
5012592,-1,C
5012592,-2,X
5012592,-3,C
5012592,-4,X
5012592,-5,1
5012593,0,X
5012593,-1,1
5012593,-2,C
5012593,-3,C
5012593,-4,C
5012593,-5,C
5012593,-6,2
5012593,-7,C
5012593,-8,X
5012593,-9,C
5012593,-10,5
5012593,-11,X
5012593,-12,0
5012594,0,C
5012594,-1,C
5012594,-2,C
5012594,-3,X
5012594,-4,C
5012594,-5,0
5012594,-6,C
5012594,-7,C
5012594,-8,C
5012595,0,X
5012595,-1,X
5012595,-2,C
5012595,-3,0
5012595,-4,0
5012595,-5,X
5012595,-6,C
5012596,0,C
5012596,-1,C
5012596,-2,C
5012596,-3,C
5012596,-4,C
5012596,-5,X
5012596,-6,1
5012596,-7,X
5012596,-8,C
5012596,-9,1
5012596,-10,C
5012596,-11,C
5012596,-12,X
5012597,0,C
5012597,-1,C
5012597,-2,1
5012597,-3,C
5012597,-4,C
5012597,-5,1
5012597,-6,C
5012597,-7,C
5012597,-8,C
5012597,-9,C
5012597,-10,X
5012597,-11,0
5012597,-12,X
5012597,-13,X
5012598,0,C
5012598,-1,C
5012598,-2,X
5012598,-3,C
5012598,-4,C
5012598,-5,C
5012598,-6,C
5012598,-7,C
5012599,0,X
5012599,-1,C
5012599,-2,C
5012599,-3,C
5012599,-4,X
5012599,-5,1
5012599,-6,0
5012600,0,C
5012600,-1,C
5012600,-2,0
5012600,-3,X
5012600,-4,C
5012600,-5,X
5012600,-6,0
5012600,-7,X
5012600,-8,C
5012600,-9,C
5012600,-10,C
5012600,-11,C
5012600,-12,C
5012600,-13,C
5012600,-14,X
5012600,-15,1
5012600,-16,X
5012601,0,X
5012601,-1,0
5012601,-2,0
5012601,-3,C
5012601,-4,C
5012601,-5,C
5012601,-6,C
5012601,-7,C
5012601,-8,C
5012601,-9,C
5012601,-10,X
5012601,-11,X
5012601,-12,C
5012601,-13,C
5012601,-14,1
5012601,-15,C
5012601,-16,C
5012601,-17,C
5012601,-18,X
5012601,-19,X
5012602,0,C
5012602,-1,1
5012602,-2,1
5012602,-3,X
5012602,-4,C
5012602,-5,C
5012602,-6,X
5012602,-7,X
5012602,-8,C
5012602,-9,X
5012602,-10,C
5012602,-11,C
5012602,-12,C
5012603,0,0
5012603,-1,X
5012603,-2,C
5012603,-3,X
5012603,-4,C
5012603,-5,C
5012603,-6,C
5012603,-7,X
5012603,-8,X
5012603,-9,X
5012603,-10,X
5012604,0,X
5012604,-1,1
5012604,-2,C
5012604,-3,C
5012604,-4,C
5012604,-5,X
5012604,-6,C
5012604,-7,X
5012604,-8,X
5012604,-9,C
5012604,-10,C
5012604,-11,C
5012604,-12,C
5012604,-13,C
5012604,-14,C
5012604,-15,1
5012604,-16,C
5012604,-17,X
5012604,-18,X
5012605,0,C
5012605,-1,X
5012605,-2,C
5012605,-3,X
5012605,-4,1
5012605,-5,C
5012605,-6,1
5012605,-7,C
5012605,-8,1
5012605,-9,1
5012605,-10,X
5012605,-11,X
5012605,-12,C
5012605,-13,C
5012606,0,C
5012606,-1,C
5012606,-2,X
5012606,-3,C
5012606,-4,1
5012606,-5,X
5012606,-6,C
5012606,-7,C
5012606,-8,C
5012606,-9,C
5012606,-10,X
5012606,-11,C
5012606,-12,0
5012606,-13,C
5012606,-14,C
5012606,-15,C
5012607,0,C
5012607,-1,1
5012607,-2,C
5012607,-3,1
5012607,-4,0
5012607,-5,0
5012607,-6,C
5012607,-7,X
5012607,-8,C
5012607,-9,1
5012607,-10,C
5012607,-11,X
5012607,-12,C
5012607,-13,C
5012607,-14,C
5012608,0,C
5012608,-1,1
5012608,-2,C
5012608,-3,C
5012608,-4,1
5012608,-5,C
5012608,-6,C
5012608,-7,X
5012608,-8,X
5012608,-9,C
5012608,-10,1
5012608,-11,C
5012608,-12,X
5012609,0,C
5012609,-1,1
5012609,-2,C
5012609,-3,C
5012609,-4,C
5012609,-5,C
5012610,0,C
5012610,-1,C
5012610,-2,X
5012610,-3,C
5012610,-4,C
5012610,-5,C
5012610,-6,1
5012610,-7,C
5012610,-8,X
5012611,0,0
5012611,-1,C
5012611,-2,C
5012611,-3,X
5012611,-4,C
5012611,-5,C
5012611,-6,X
5012611,-7,C
5012611,-8,C
5012611,-9,C
5012611,-10,X
5012611,-11,C
5012611,-12,1
5012611,-13,C
5012611,-14,C
5012612,0,3
5012612,-1,C
5012612,-2,X
5012612,-3,C
5012612,-4,C
5012612,-5,3
5012612,-6,X
5012612,-7,1
5012612,-8,C
5012612,-9,C
5012613,0,C
5012613,-1,X
5012613,-2,C
5012613,-3,X
5012613,-4,1
5012613,-5,C
5012613,-6,X
5012613,-7,C
5012613,-8,X
5012613,-9,X
5012613,-10,0
5012613,-11,X
5012614,0,C
5012614,-1,C
5012614,-2,C
5012614,-3,X
5012614,-4,C
5012614,-5,X
5012614,-6,1
5012614,-7,C
5012614,-8,0
5012614,-9,C
5012614,-10,C
5012614,-11,0
5012614,-12,C
5012614,-13,C
5012614,-14,0
5012614,-15,0
5012614,-16,1
5012614,-17,C
5012615,0,C
5012615,-1,C
5012615,-2,C
5012615,-3,2
5012615,-4,C
5012615,-5,C
5012615,-6,C
5012615,-7,C
5012615,-8,C
5012615,-9,C
5012615,-10,X
5012615,-11,C
5012615,-12,C
5012615,-13,X
5012615,-14,X
5012615,-15,X
5012616,0,C
5012616,-1,C
5012616,-2,1
5012616,-3,C
5012616,-4,1
5012616,-5,C
5012616,-6,1
5012616,-7,X
5012616,-8,1
5012616,-9,X
5012616,-10,X
5012616,-11,X
5012616,-12,X
5012616,-13,X
5012616,-14,0
5012616,-15,C
5012616,-16,X
5012616,-17,C
5012616,-18,X
5012616,-19,C
5012616,-20,X
5012616,-21,C
5012617,0,X
5012617,-1,C
5012617,-2,0
5012617,-3,X
5012617,-4,X
5012617,-5,C
5012617,-6,C
5012617,-7,X
5012617,-8,C
5012617,-9,C
5012617,-10,C
5012617,-11,C
5012617,-12,1
5012617,-13,C
5012617,-14,C
5012617,-15,C
5012617,-16,1
5012617,-17,C
5012617,-18,C
5012617,-19,1
5012618,0,C
5012618,-1,C
5012618,-2,X
5012618,-3,C
5012618,-4,C
5012618,-5,C
5012618,-6,C
5012618,-7,X
5012618,-8,C
5012618,-9,1
5012618,-10,C
5012618,-11,X
5012618,-12,X
5012618,-13,C
5012618,-14,C
5012618,-15,C
5012618,-16,C
5012618,-17,X
5012618,-18,C
5012618,-19,C
5012618,-20,X
5012618,-21,X
5012619,0,C
5012619,-1,C
5012619,-2,C
5012619,-3,C
5012619,-4,1
5012619,-5,C
5012619,-6,0
5012619,-7,X
5012619,-8,C
5012619,-9,C
5012619,-10,C
5012620,0,X
5012620,-1,X
5012620,-2,X
5012620,-3,X
5012620,-4,C
5012620,-5,C
5012621,0,C
5012621,-1,C
5012621,-2,C
5012621,-3,X
5012621,-4,1
5012621,-5,X
5012621,-6,C
5012621,-7,C
5012621,-8,C
5012621,-9,C
5012621,-10,C
5012621,-11,X
5012622,0,X
5012622,-1,X
5012622,-2,C
5012622,-3,C
5012622,-4,X
5012622,-5,C
5012622,-6,X
5012622,-7,C
5012622,-8,X
5012622,-9,X
5012622,-10,C
5012622,-11,5
5012622,-12,C
5012622,-13,X
5012622,-14,C
5012622,-15,1
5012622,-16,1
5012622,-17,C
5012622,-18,C
5012623,0,C
5012623,-1,C
5012623,-2,0
5012623,-3,0
5012623,-4,C
5012623,-5,C
5012623,-6,X
5012623,-7,C
5012623,-8,X
5012623,-9,X
5012623,-10,0
5012623,-11,C
5012623,-12,X
5012623,-13,X
5012623,-14,C
5012623,-15,C
5012623,-16,C
5012624,0,0
5012624,-1,C
5012624,-2,1
5012624,-3,1
5012624,-4,C
5012624,-5,0
5012624,-6,C
5012624,-7,C
5012624,-8,C
5012624,-9,C
5012624,-10,C
5012624,-11,C
5012625,0,C
5012625,-1,C
5012625,-2,X
5012625,-3,X
5012625,-4,C
5012625,-5,C
5012625,-6,X
5012625,-7,C
5012625,-8,X
5012625,-9,C
5012625,-10,0
5012625,-11,C
5012626,0,C
5012626,-1,X
5012626,-2,3
5012626,-3,C
5012626,-4,3
5012626,-5,X
5012626,-6,C
5012626,-7,1
5012627,0,0
5012627,-1,X
5012627,-2,X
5012627,-3,X
5012627,-4,C
5012627,-5,C
5012627,-6,X
5012627,-7,1
5012627,-8,X
5012627,-9,X
5012627,-10,C
5012627,-11,C
5012627,-12,0
5012627,-13,C
5012628,0,X
5012628,-1,X
5012628,-2,C
5012628,-3,0
5012628,-4,X
5012628,-5,X
5012628,-6,C
5012628,-7,X
5012629,0,C
5012629,-1,X
5012629,-2,C
5012629,-3,0
5012629,-4,X
5012629,-5,X
5012629,-6,X
5012629,-7,0
5012629,-8,1
5012629,-9,X
5012629,-10,C
5012629,-11,0
5012629,-12,C
5012629,-13,C
5012629,-14,C
5012629,-15,1
5012629,-16,C
5012629,-17,C
5012629,-18,C
5012629,-19,C
5012630,0,C
5012630,-1,C
5012630,-2,C
5012630,-3,C
5012630,-4,0
5012630,-5,C
5012630,-6,0
5012630,-7,C
5012630,-8,C
5012631,0,C
5012631,-1,C
5012631,-2,X
5012631,-3,X
5012631,-4,X
5012631,-5,0
5012631,-6,C
5012631,-7,1
5012632,0,X
5012632,-1,C
5012632,-2,C
5012632,-3,C
5012632,-4,C
5012632,-5,C
5012632,-6,C
5012632,-7,C
5012632,-8,1
5012632,-9,X
5012632,-10,X
5012632,-11,0
5012632,-12,C
5012632,-13,X
5012633,0,C
5012633,-1,0
5012633,-2,C
5012633,-3,C
5012633,-4,0
5012633,-5,X
5012633,-6,X
5012633,-7,X
5012633,-8,C
5012633,-9,C
5012633,-10,4
5012633,-11,C
5012633,-12,X
5012633,-13,X
5012633,-14,1
5012633,-15,C
5012634,0,C
5012634,-1,C
5012634,-2,0
5012634,-3,C
5012634,-4,C
5012634,-5,C
5012634,-6,X
5012634,-7,C
5012634,-8,X
5012634,-9,1
5012634,-10,X
5012634,-11,C
5012634,-12,C
5012634,-13,1
5012634,-14,X
5012634,-15,C
5012634,-16,C
5012634,-17,C
5012634,-18,X
5012635,0,C
5012635,-1,X
5012635,-2,C
5012635,-3,3
5012635,-4,X
5012635,-5,C
5012636,0,C
5012636,-1,C
5012636,-2,X
5012636,-3,X
5012636,-4,C
5012636,-5,C
5012636,-6,C
5012636,-7,C
5012636,-8,C
5012636,-9,C
5012636,-10,X
5012636,-11,X
5012636,-12,X
5012636,-13,X
5012636,-14,C
5012636,-15,C
5012636,-16,0
5012636,-17,C
5012636,-18,C
5012636,-19,X
5012636,-20,C
5012637,0,1
5012637,-1,C
5012637,-2,C
5012637,-3,C
5012637,-4,C
5012637,-5,C
5012637,-6,C
5012637,-7,X
5012638,0,0
5012638,-1,X
5012638,-2,C
5012638,-3,C
5012638,-4,1
5012638,-5,X
5012638,-6,X
5012638,-7,C
5012638,-8,C
5012638,-9,0
5012639,0,X
5012639,-1,C
5012639,-2,C
5012639,-3,C
5012639,-4,X
5012639,-5,C
5012639,-6,X
5012639,-7,X
5012639,-8,0
5012639,-9,C
5012639,-10,C
5012639,-11,X
5012639,-12,C
5012639,-13,1
5012639,-14,1
5012639,-15,X
5012639,-16,1
5012639,-17,X
5012639,-18,C
5012639,-19,X
5012640,0,C
5012640,-1,C
5012640,-2,0
5012640,-3,C
5012640,-4,C
5012640,-5,X
5012640,-6,C
5012640,-7,X
5012640,-8,X
5012640,-9,X
5012640,-10,C
5012640,-11,C
5012640,-12,C
5012640,-13,C
5012640,-14,X
5012641,0,C
5012641,-1,X
5012641,-2,X
5012641,-3,0
5012641,-4,C
5012641,-5,C
5012641,-6,0
5012641,-7,C
5012641,-8,X
5012641,-9,X
5012641,-10,C
5012641,-11,X
5012641,-12,C
5012641,-13,C
5012641,-14,C
5012641,-15,1
5012641,-16,C
5012641,-17,C
5012641,-18,C
5012641,-19,X
5012642,0,C
5012642,-1,X
5012642,-2,C
5012642,-3,X
5012642,-4,X
5012642,-5,C
5012642,-6,X
5012642,-7,X
5012642,-8,C
5012642,-9,0
5012642,-10,C
5012642,-11,C
5012642,-12,X
5012642,-13,4
5012642,-14,X
5012642,-15,1
5012642,-16,C
5012642,-17,C
5012642,-18,C
5012642,-19,3
