ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5012486,F,Y,Y,1,65545.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-16525,-8838,1,0,0,0,Medicine staff,3.0
5012487,M,N,Y,0,156634.2,Commercial associate,Higher education,Married,House / apartment,-19174,-274,1,1,0,1,Drivers,2.0
5012488,M,Y,N,0,252319.1,Commercial associate,Higher education,Married,House / apartment,-24431,-1830,1,0,1,0,Cooking staff,1.0
5012489,M,N,Y,0,59853.5,Working,Secondary / secondary special,Married,With parents,-10033,-718,1,0,0,0,Waiters/barmen staff,2.0
5012490,F,Y,Y,1,68274.4,Working,Lower secondary,Widow,Rented apartment,-14569,-10461,1,1,0,0,Accountants,3.0
5012491,F,N,Y,2,79226.5,Working,Secondary / secondary special,Married,House / apartment,-16119,-12522,1,0,0,1,Accountants,4.0
5012492,F,N,Y,1,75064.0,State servant,Higher education,Civil marriage,House / apartment,-23871,-4700,1,0,0,1,Sales staff,3.0
5012493,M,N,Y,0,259534.8,Commercial associate,Lower secondary,Married,House / apartment,-15002,-8846,1,0,1,0,Sales staff,2.0
5012494,M,Y,N,0,75713.8,Working,Higher education,Married,House / apartment,-15052,-7603,1,0,0,0,Accountants,2.0
5012495,M,Y,Y,0,81318.1,Working,Higher education,Civil marriage,House / apartment,-8129,-12319,1,0,0,0,Realty agents,2.0
5012496,F,N,N,3,221480.3,Working,Incomplete higher,Separated,House / apartment,-12551,-708,1,0,0,0,Private service staff,5.0
5012497,F,N,N,1,131707.4,Pensioner,Secondary / secondary special,Married,House / apartment,-24862,365243,1,0,0,0,IT staff,2.0
5012498,F,N,Y,0,161611.3,Working,Secondary / secondary special,Married,With parents,-17852,-3030,1,0,0,1,Realty agents,1.0
5012499,M,Y,N,1,62751.9,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23169,-2957,1,0,0,0,Secretaries,3.0
5012500,F,Y,N,0,75728.5,Working,Higher education,Married,House / apartment,-23726,-6380,1,1,0,0,Managers,2.0
5012501,F,N,Y,3,58696.8,Commercial associate,Secondary / secondary special,Separated,Office apartment,-15411,-7860,1,0,0,0,nan,4.0
5012502,M,Y,Y,2,147359.5,Working,Lower secondary,Married,House / apartment,-23085,-1371,1,1,1,0,Laborers,4.0
5012503,F,Y,N,0,182156.5,Working,Secondary / secondary special,Married,Municipal apartment,-21618,-13098,1,0,1,1,nan,2.0
5012504,F,Y,N,1,73138.7,Commercial associate,Higher education,Married,House / apartment,-7823,-13206,1,0,0,0,IT staff,3.0
5012505,F,N,Y,0,82279.7,Commercial associate,Incomplete higher,Married,Rented apartment,-11486,-14474,1,0,0,0,High skill tech staff,2.0
5012506,F,N,Y,0,84099.4,State servant,Secondary / secondary special,Married,House / apartment,-11833,-2380,1,0,0,0,nan,1.0
5012507,M,N,Y,1,45541.9,Commercial associate,Lower secondary,Married,House / apartment,-14318,-11818,1,1,0,0,Security staff,3.0
5012508,M,Y,Y,0,70480.3,Working,Secondary / secondary special,Married,House / apartment,-21926,-8916,1,0,0,0,IT staff,2.0
5012509,F,N,N,0,145311.2,State servant,Incomplete higher,Single / not married,House / apartment,-19415,-12472,1,0,1,0,nan,2.0
5012510,M,N,Y,1,63722.4,Pensioner,Incomplete higher,Married,House / apartment,-15136,365243,1,1,0,0,Cleaning staff,2.0
5012511,F,Y,Y,1,103413.5,Working,Secondary / secondary special,Married,House / apartment,-24029,-13447,1,0,0,0,Secretaries,3.0
5012512,F,N,Y,0,51327.9,Working,Secondary / secondary special,Civil marriage,House / apartment,-16526,-14318,1,0,0,1,Secretaries,2.0
5012513,F,N,Y,0,91858.0,State servant,Secondary / secondary special,Married,House / apartment,-12015,-13756,1,0,0,0,Low-skill Laborers,2.0
5012514,F,Y,Y,1,74484.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21771,-887,1,0,1,0,Managers,3.0
5012515,M,N,Y,0,53592.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-17906,-4659,1,0,0,0,Accountants,1.0
5012516,M,Y,Y,2,146560.4,Working,Secondary / secondary special,Married,House / apartment,-10561,-8198,1,0,1,0,Sales staff,3.0
5012517,M,N,N,0,150740.3,Commercial associate,Secondary / secondary special,Married,House / apartment,-10042,-6205,1,1,0,0,Security staff,2.0
5012518,M,Y,N,0,60793.0,Working,Secondary / secondary special,Widow,Rented apartment,-21214,-10589,1,0,0,0,Managers,2.0
5012519,M,Y,Y,0,88601.9,Working,Incomplete higher,Married,Rented apartment,-10793,-1075,1,0,1,0,Managers,2.0
5012520,M,Y,Y,0,100927.7,Pensioner,Secondary / secondary special,Married,House / apartment,-13409,365243,1,1,1,0,Sales staff,2.0
5012521,F,N,Y,1,39839.7,Commercial associate,Higher education,Civil marriage,House / apartment,-24544,-5851,1,0,1,0,Cooking staff,3.0
5012522,F,N,Y,0,49092.1,Working,Secondary / secondary special,Separated,House / apartment,-18340,-1017,1,0,1,0,Core staff,2.0
5012523,M,N,Y,0,187801.8,Working,Higher education,Separated,With parents,-14222,-5140,1,1,0,0,Realty agents,2.0
5012524,M,N,Y,2,57955.8,Working,Incomplete higher,Married,House / apartment,-23250,-2567,1,0,0,0,nan,4.0
5012525,F,N,N,0,185181.5,Working,Secondary / secondary special,Single / not married,House / apartment,-8200,-5196,1,0,0,1,Accountants,2.0
5012526,M,Y,Y,0,50377.2,Working,Secondary / secondary special,Married,House / apartment,-23116,-8222,1,0,0,0,IT staff,2.0
5012527,M,N,Y,0,137230.0,Working,Secondary / secondary special,Married,With parents,-24583,-3041,1,0,0,0,Low-skill Laborers,2.0
5012528,M,Y,N,0,84486.6,Working,Secondary / secondary special,Married,Office apartment,-15213,-3565,1,0,0,0,Cooking staff,1.0
5012529,F,Y,N,0,90636.9,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-14407,365243,1,0,0,1,IT staff,2.0
5012530,M,N,Y,0,249688.1,Working,Secondary / secondary special,Married,With parents,-22056,-11636,1,0,1,0,HR staff,2.0
5012531,F,Y,Y,0,52728.3,Working,Secondary / secondary special,Civil marriage,House / apartment,-22774,-4163,1,0,0,0,nan,2.0
5012532,M,Y,Y,2,132906.2,State servant,Higher education,Married,House / apartment,-20624,-9670,1,0,0,0,nan,3.0
5012533,F,N,Y,0,130189.3,Commercial associate,Incomplete higher,Married,House / apartment,-9614,-2561,1,0,0,0,Waiters/barmen staff,1.0
5012534,M,N,Y,1,528229.8,Working,Secondary / secondary special,Married,House / apartment,-23119,-6571,1,0,1,1,nan,3.0
5012535,F,N,Y,1,57609.0,Working,Secondary / secondary special,Married,House / apartment,-8573,-6408,1,1,0,0,Core staff,3.0
5012536,F,N,Y,0,72186.4,Commercial associate,Secondary / secondary special,Married,House / apartment,-24103,-6536,1,0,0,0,Drivers,1.0
5012537,F,N,N,0,148443.7,Working,Incomplete higher,Married,House / apartment,-12816,-1568,1,0,1,0,Accountants,1.0
5012538,F,N,N,0,89309.9,Commercial associate,Incomplete higher,Widow,House / apartment,-23358,-11593,1,1,0,0,HR staff,2.0
5012539,F,Y,Y,0,78313.4,Working,Secondary / secondary special,Separated,With parents,-20168,-6309,1,0,0,0,Laborers,2.0
5012540,F,Y,Y,2,159333.7,State servant,Incomplete higher,Married,House / apartment,-12696,-3550,1,0,1,1,HR staff,4.0
5012541,F,N,Y,1,86397.7,Commercial associate,Lower secondary,Married,With parents,-10724,-3186,1,0,1,0,Waiters/barmen staff,3.0
5012542,F,Y,Y,2,63200.7,Working,Secondary / secondary special,Married,House / apartment,-10479,-13659,1,0,0,0,nan,4.0
5012543,M,N,Y,2,141932.2,Working,Higher education,Married,House / apartment,-10298,-1823,1,1,1,0,Laborers,3.0
5012544,M,N,N,0,119091.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-14548,-14441,1,0,0,0,Secretaries,1.0
5012545,M,Y,N,0,84421.4,Working,Secondary / secondary special,Separated,House / apartment,-20446,-5235,1,0,0,0,Sales staff,1.0
5012546,F,Y,N,0,82441.9,Working,Secondary / secondary special,Separated,House / apartment,-10140,-3925,1,0,0,0,Core staff,1.0
5012547,M,Y,N,2,62476.6,Working,Secondary / secondary special,Married,House / apartment,-7905,-10481,1,0,0,1,nan,3.0
5012548,M,Y,N,2,141853.3,Working,Incomplete higher,Single / not married,House / apartment,-8627,-14254,1,0,0,0,Drivers,4.0
5012549,F,Y,N,0,82449.9,Commercial associate,Higher education,Married,House / apartment,-9310,-7386,1,0,1,0,Drivers,2.0
5012550,F,N,N,0,67176.4,Working,Secondary / secondary special,Married,House / apartment,-23046,-6681,1,0,0,0,nan,2.0
5012551,F,N,Y,0,51907.7,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12238,-6436,1,0,0,1,Accountants,1.0
5012552,M,N,Y,2,120099.7,Commercial associate,Secondary / secondary special,Married,House / apartment,-22836,-13682,1,0,0,0,IT staff,4.0
5012553,F,Y,N,2,76550.7,State servant,Secondary / secondary special,Married,House / apartment,-19492,-7999,1,0,0,0,Waiters/barmen staff,4.0
5012554,M,Y,N,0,36086.1,Pensioner,Higher education,Widow,House / apartment,-12236,365243,1,0,0,0,Drivers,2.0
5012555,M,N,Y,0,54087.9,State servant,Secondary / secondary special,Single / not married,House / apartment,-7881,-12633,1,1,0,0,Private service staff,2.0
5012556,M,N,Y,0,87833.8,State servant,Secondary / secondary special,Married,Office apartment,-14693,-8243,1,0,0,0,Secretaries,2.0
5012557,M,N,Y,0,89074.7,Working,Secondary / secondary special,Married,House / apartment,-8968,-13235,1,1,0,0,Realty agents,2.0
5012558,M,N,N,2,87398.1,Working,Secondary / secondary special,Single / not married,With parents,-24198,-5554,1,0,0,0,Cleaning staff,4.0
5012559,F,N,Y,0,81521.5,Working,Higher education,Married,House / apartment,-8777,-4634,1,0,0,1,Medicine staff,2.0
5012560,M,N,N,1,47196.4,Working,Secondary / secondary special,Married,Rented apartment,-11150,-13354,1,0,0,0,nan,3.0
5012561,F,Y,N,0,63750.1,Working,Secondary / secondary special,Civil marriage,With parents,-9166,-2314,1,0,1,0,Cooking staff,2.0
5012562,F,N,N,0,178418.7,Commercial associate,Higher education,Married,House / apartment,-8619,-9955,1,1,0,0,Waiters/barmen staff,2.0
5012563,M,Y,Y,0,165729.8,Working,Secondary / secondary special,Single / not married,House / apartment,-11497,-2716,1,1,0,0,IT staff,1.0
5012564,F,N,Y,1,131791.4,Working,Lower secondary,Married,House / apartment,-10435,-12361,1,0,0,1,Managers,3.0
5012565,M,N,Y,1,126090.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10071,-8124,1,0,0,0,Cleaning staff,3.0
5012566,F,Y,Y,0,155185.7,State servant,Incomplete higher,Civil marriage,House / apartment,-9821,-8502,1,0,1,0,Private service staff,1.0
5012567,M,Y,Y,0,56364.9,Working,Secondary / secondary special,Widow,House / apartment,-17766,-11645,1,1,0,0,Low-skill Laborers,2.0
5012568,M,Y,N,0,100354.5,Pensioner,Secondary / secondary special,Married,House / apartment,-17795,365243,1,0,1,0,Managers,2.0
5012569,M,Y,Y,0,56379.8,Working,Secondary / secondary special,Married,House / apartment,-19824,-1108,1,1,1,0,Laborers,1.0
5012570,F,Y,N,1,56871.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-11885,-14093,1,0,1,0,Waiters/barmen staff,3.0
5012571,F,Y,N,0,118661.8,Working,Lower secondary,Separated,House / apartment,-10012,-5952,1,0,0,0,Secretaries,2.0
5012572,M,Y,Y,0,158478.7,Working,Secondary / secondary special,Married,House / apartment,-12705,-873,1,0,0,1,Waiters/barmen staff,1.0
5012573,F,Y,N,2,89596.8,Student,Higher education,Married,House / apartment,-12070,-3181,1,0,1,0,Drivers,3.0
5012574,F,N,N,0,225145.1,Working,Higher education,Married,House / apartment,-9630,-3430,1,0,1,0,Medicine staff,1.0
5012575,F,Y,Y,0,109742.5,Working,Secondary / secondary special,Married,House / apartment,-22599,-7706,1,0,1,0,Low-skill Laborers,2.0
5012576,F,Y,Y,0,66943.7,Commercial associate,Lower secondary,Single / not married,House / apartment,-11391,-11639,1,1,0,0,Core staff,1.0
5012577,F,N,Y,2,57333.2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7712,-3604,1,0,1,0,Drivers,3.0
5012578,F,N,Y,1,164237.0,State servant,Incomplete higher,Married,House / apartment,-24038,-11692,1,1,0,0,nan,2.0
5012579,F,N,N,0,105264.3,Commercial associate,Higher education,Single / not married,With parents,-9496,-8545,1,0,1,0,Managers,2.0
5012580,M,Y,Y,1,138416.7,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15660,-11086,1,0,0,0,Managers,3.0
5012581,M,N,N,0,27000.0,Working,Secondary / secondary special,Married,With parents,-13858,-2791,1,0,0,0,Realty agents,1.0
5012582,M,N,Y,2,111562.0,Commercial associate,Higher education,Married,House / apartment,-12323,-9165,1,0,1,1,nan,4.0
5012583,F,N,Y,2,76428.7,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12423,-9289,1,0,1,0,nan,4.0
5012584,F,N,N,1,49174.0,Working,Secondary / secondary special,Married,House / apartment,-21713,-7747,1,0,0,0,IT staff,3.0
5012585,M,N,N,1,95669.9,Commercial associate,Secondary / secondary special,Separated,Office apartment,-18134,-14477,1,0,0,0,Realty agents,3.0
5012586,F,N,Y,0,170400.5,Working,Secondary / secondary special,Married,House / apartment,-24755,-1369,1,0,0,0,nan,1.0
5012587,F,N,Y,1,306543.3,Working,Secondary / secondary special,Separated,Municipal apartment,-14336,-9459,1,0,1,0,Cleaning staff,2.0
5012588,M,N,N,1,111421.6,Working,Incomplete higher,Single / not married,House / apartment,-17803,-5059,1,0,0,0,Accountants,3.0
5012589,F,N,N,0,69246.4,Working,Secondary / secondary special,Single / not married,Office apartment,-20299,-7901,1,0,1,0,Realty agents,2.0
5012590,M,N,Y,1,67187.9,Commercial associate,Higher education,Married,House / apartment,-13620,-9752,1,0,1,0,Cooking staff,2.0
5012591,M,Y,Y,2,159782.1,Working,Higher education,Separated,House / apartment,-21321,-5499,1,0,1,1,Medicine staff,3.0
5012592,F,N,Y,0,59967.8,Working,Higher education,Married,House / apartment,-18150,-4140,1,0,0,1,Security staff,2.0
5012593,F,Y,Y,0,134755.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18434,-1857,1,0,0,0,Secretaries,2.0
5012594,M,N,N,1,114329.6,Working,Secondary / secondary special,Separated,House / apartment,-18111,-6754,1,0,0,1,nan,2.0
5012595,F,N,N,2,108179.9,Working,Lower secondary,Married,Municipal apartment,-11841,-3854,1,0,0,0,nan,3.0
5012596,F,Y,N,2,45068.6,Pensioner,Secondary / secondary special,Separated,With parents,-8782,365243,1,0,1,0,Secretaries,4.0
5012597,M,N,Y,1,82579.8,Working,Secondary / secondary special,Married,House / apartment,-10768,-1505,1,0,0,0,Laborers,2.0
5012598,M,Y,N,2,47615.9,Working,Secondary / secondary special,Single / not married,House / apartment,-19420,-7287,1,0,0,0,Cooking staff,3.0
5012599,F,Y,Y,1,73561.4,Commercial associate,Secondary / secondary special,Separated,House / apartment,-9142,-5320,1,0,0,0,Sales staff,3.0
5012600,M,Y,N,0,156149.5,Commercial associate,Incomplete higher,Married,Co-op apartment,-23162,-11568,1,1,0,0,Private service staff,2.0
5012601,F,Y,Y,1,182686.9,Working,Secondary / secondary special,Married,House / apartment,-12710,-10859,1,0,1,0,Cooking staff,3.0
5012602,F,Y,Y,0,109861.3,Pensioner,Secondary / secondary special,Married,House / apartment,-16605,365243,1,1,0,1,Realty agents,2.0
5012603,F,N,N,0,74223.0,State servant,Lower secondary,Married,House / apartment,-24054,-1400,1,0,0,0,Low-skill Laborers,1.0
5012604,M,N,Y,0,218392.6,Working,Higher education,Married,House / apartment,-21207,-2197,1,0,0,0,Managers,2.0
5012605,F,Y,N,0,73732.9,Commercial associate,Secondary / secondary special,Married,House / apartment,-16746,-5315,1,1,0,0,Managers,2.0
5012606,M,N,N,0,55946.8,Working,Secondary / secondary special,Married,House / apartment,-16878,-12599,1,0,1,0,Sales staff,1.0
5012607,M,Y,Y,0,139838.2,Working,Incomplete higher,Married,Municipal apartment,-20783,-13959,1,0,1,0,Realty agents,2.0
5012608,M,Y,N,0,124103.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19887,-5364,1,1,0,0,Medicine staff,2.0
5012609,M,Y,Y,0,75260.6,Pensioner,Secondary / secondary special,Married,House / apartment,-18697,365243,1,0,1,1,Security staff,2.0
5012610,F,N,Y,0,103788.7,Commercial associate,Secondary / secondary special,Married,Office apartment,-22292,-8583,1,0,0,1,Security staff,2.0
5012611,F,N,N,1,123140.3,Working,Academic degree,Married,House / apartment,-9211,-8719,1,0,0,1,Secretaries,2.0
5012612,M,Y,N,2,109298.7,Working,Higher education,Separated,House / apartment,-18142,-6094,1,0,1,1,Laborers,4.0
5012613,F,Y,Y,2,124177.8,Working,Secondary / secondary special,Married,House / apartment,-18860,-11610,1,0,1,0,Medicine staff,4.0
5012614,M,Y,Y,0,76660.6,Working,Higher education,Single / not married,Municipal apartment,-12910,-6675,1,0,1,0,Sales staff,2.0
5012615,F,N,Y,1,128427.8,Pensioner,Incomplete higher,Married,House / apartment,-23126,365243,1,1,0,1,Core staff,2.0
5012616,M,N,N,0,99586.2,Commercial associate,Lower secondary,Married,House / apartment,-12397,-5354,1,1,0,0,Core staff,1.0
5012617,F,Y,N,0,77971.2,Working,Higher education,Married,House / apartment,-13934,-9897,1,0,1,1,Cooking staff,2.0
5012618,F,N,Y,1,87295.8,Working,Higher education,Married,Rented apartment,-21804,-3842,1,0,1,1,Waiters/barmen staff,3.0
5012619,F,Y,N,1,93999.9,State servant,Secondary / secondary special,Married,House / apartment,-16546,-2437,1,1,0,0,Security staff,3.0
5012620,M,N,Y,2,47921.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-19987,-3905,1,0,1,1,High skill tech staff,4.0
5012621,M,N,Y,1,71802.2,Working,Higher education,Married,House / apartment,-11006,-4064,1,0,0,0,Secretaries,2.0
5012622,F,N,N,0,101971.9,Working,Higher education,Single / not married,House / apartment,-8198,-2913,1,0,0,0,Drivers,2.0
5012623,M,N,Y,2,50236.9,Working,Incomplete higher,Married,House / apartment,-10451,-4028,1,0,0,0,Cooking staff,4.0
5012624,M,N,Y,1,72405.5,State servant,Secondary / secondary special,Married,House / apartment,-23669,-1862,1,1,0,0,nan,3.0
5012625,M,Y,N,2,325241.2,Working,Higher education,Married,Municipal apartment,-24566,-10937,1,1,0,0,IT staff,4.0
5012626,F,Y,Y,1,56126.9,Working,Secondary / secondary special,Single / not married,House / apartment,-17608,-7685,1,0,1,1,nan,2.0
5012627,F,N,Y,0,81478.4,Working,Higher education,Married,House / apartment,-16735,-12008,1,1,1,0,Managers,1.0
5012628,F,Y,N,0,65065.0,Working,Secondary / secondary special,Married,House / apartment,-17046,-1996,1,0,0,0,Secretaries,2.0
5012629,M,Y,N,0,93112.6,Commercial associate,Higher education,Separated,House / apartment,-7894,-1493,1,0,1,1,Accountants,2.0
5012630,M,N,N,0,65679.4,Working,Secondary / secondary special,Married,With parents,-12737,-8968,1,0,1,0,IT staff,2.0
5012631,F,N,Y,0,87411.2,Working,Higher education,Married,House / apartment,-19339,-3053,1,1,0,0,Security staff,2.0
5012632,F,N,Y,0,68921.7,Working,Secondary / secondary special,Separated,House / apartment,-16930,-771,1,0,1,0,Realty agents,2.0
5012633,M,N,N,2,167303.3,Working,Secondary / secondary special,Married,House / apartment,-17302,-11578,1,0,0,0,Accountants,4.0
5012634,F,N,Y,2,102828.6,Working,Higher education,Single / not married,House / apartment,-16212,-9260,1,1,0,1,Core staff,4.0
5012635,M,Y,Y,1,59785.2,Pensioner,Lower secondary,Married,House / apartment,-19908,365243,1,0,1,0,Realty agents,3.0
5012636,F,N,Y,0,150301.5,Working,Secondary / secondary special,Married,House / apartment,-8120,-11634,1,0,0,1,Low-skill Laborers,2.0
5012637,M,N,Y,0,61136.6,Working,Higher education,Married,House / apartment,-17086,-4267,1,0,0,0,nan,2.0
5012638,F,Y,Y,1,45159.7,Pensioner,Secondary / secondary special,Married,House / apartment,-7311,365243,1,0,0,0,Sales staff,3.0
5012639,F,Y,N,0,98565.7,Pensioner,Higher education,Civil marriage,Municipal apartment,-7707,365243,1,0,1,0,nan,2.0
5012640,F,Y,N,2,256179.1,Working,Secondary / secondary special,Married,House / apartment,-16908,-6829,1,1,0,0,nan,3.0
5012641,M,N,N,2,39583.5,Working,Secondary / secondary special,Married,House / apartment,-11036,-12792,1,0,0,0,Secretaries,4.0
5012642,F,N,N,0,50741.8,Pensioner,Higher education,Married,House / apartment,-19431,365243,1,0,1,0,Private service staff,2.0
5012643,M,N,N,1,143812.1,Working,Secondary / secondary special,Single / not married,House / apartment,-20970,-6165,1,0,1,1,Cooking staff,3.0
5012644,M,N,N,0,71599.2,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22977,-313,1,1,0,0,Core staff,2.0
5012645,F,Y,Y,1,134050.8,Pensioner,Academic degree,Married,House / apartment,-12096,365243,1,0,0,0,nan,2.0
5012646,F,N,Y,0,64942.4,Working,Secondary / secondary special,Married,House / apartment,-18573,-2795,1,0,0,0,Drivers,2.0
5012647,F,N,Y,0,105977.4,Working,Secondary / secondary special,Married,House / apartment,-17783,-3137,1,0,1,0,Medicine staff,1.0
5012648,F,Y,Y,1,236153.4,Working,Secondary / secondary special,Civil marriage,House / apartment,-10687,-13735,1,0,1,0,Managers,3.0
5012649,M,N,Y,1,54323.1,Student,Higher education,Married,House / apartment,-11204,-5836,1,0,0,0,High skill tech staff,2.0
5012650,M,Y,Y,1,164699.9,Commercial associate,Secondary / secondary special,Married,House / apartment,-25177,-2259,1,1,0,0,Cooking staff,3.0
5012651,M,N,Y,0,138670.2,Working,Secondary / secondary special,Married,House / apartment,-19388,-9638,1,0,1,0,Waiters/barmen staff,2.0
5012652,F,N,Y,1,46881.5,Working,Secondary / secondary special,Separated,House / apartment,-15090,-10489,1,0,1,0,IT staff,3.0
5012653,F,N,Y,1,130542.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12634,-7979,1,0,0,0,Core staff,3.0
5012654,F,N,Y,3,102375.5,State servant,Secondary / secondary special,Married,Office apartment,-7773,-12699,1,0,0,0,IT staff,4.0
5012655,M,Y,N,2,103315.9,Commercial associate,Higher education,Married,House / apartment,-13969,-13789,1,0,0,0,HR staff,3.0
5012656,M,N,Y,1,116804.7,Working,Secondary / secondary special,Married,House / apartment,-14722,-11376,1,1,1,0,Sales staff,2.0
5012657,F,Y,N,1,82852.5,Working,Higher education,Widow,House / apartment,-8579,-3158,1,0,0,0,High skill tech staff,2.0
5012658,M,N,N,1,102237.1,Working,Higher education,Civil marriage,House / apartment,-24527,-6762,1,0,0,0,Core staff,3.0
5012659,F,N,N,0,111382.6,State servant,Secondary / secondary special,Single / not married,House / apartment,-13267,-12184,1,1,0,0,Cleaning staff,2.0
5012660,F,N,N,0,143347.8,Working,Secondary / secondary special,Married,House / apartment,-23570,-6101,1,0,1,0,nan,2.0
5012661,F,Y,N,2,46001.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-15435,-208,1,0,0,0,nan,4.0
5012662,M,N,Y,2,188234.3,Working,Higher education,Married,House / apartment,-12591,-4052,1,0,0,0,nan,4.0
5012663,M,N,N,1,55401.1,Working,Higher education,Married,House / apartment,-12241,-7042,1,0,0,1,Sales staff,3.0
5012664,M,N,N,0,144468.1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19023,-13124,1,0,0,0,nan,2.0
5012665,M,Y,N,0,102715.9,Pensioner,Lower secondary,Married,House / apartment,-24258,365243,1,0,0,0,Laborers,1.0
5012666,M,Y,Y,0,52022.0,Working,Higher education,Married,House / apartment,-24451,-10065,1,0,0,1,HR staff,2.0
5012667,F,Y,Y,0,128549.9,Working,Secondary / secondary special,Married,House / apartment,-14343,-2394,1,0,0,0,Accountants,2.0
5012668,F,N,N,0,61531.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23020,-352,1,1,1,1,Cleaning staff,1.0
5012669,M,N,N,2,168450.6,Pensioner,Higher education,Single / not married,House / apartment,-13867,365243,1,0,0,0,Realty agents,4.0
5012670,M,N,N,0,69188.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8816,-8036,1,0,1,0,Secretaries,1.0
5012671,M,Y,Y,0,46747.1,Working,Incomplete higher,Single / not married,House / apartment,-21071,-14393,1,0,1,0,Medicine staff,2.0
5012672,M,Y,Y,0,212547.9,Working,Higher education,Single / not married,With parents,-20015,-43,1,0,0,0,IT staff,1.0
5012673,F,N,Y,4,108083.8,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-16982,365243,1,0,1,0,Secretaries,6.0
5012674,M,N,Y,2,152298.2,Pensioner,Incomplete higher,Civil marriage,Municipal apartment,-12871,365243,1,0,0,0,IT staff,3.0
5012675,M,N,Y,0,64489.9,Commercial associate,Secondary / secondary special,Married,Rented apartment,-21765,-8467,1,0,0,1,Medicine staff,2.0
5012676,M,N,Y,4,38334.1,Student,Secondary / secondary special,Married,With parents,-12891,-1730,1,0,1,0,Sales staff,6.0
5012677,F,N,Y,0,228114.1,Working,Higher education,Married,House / apartment,-12670,-1677,1,1,0,0,Medicine staff,2.0
5012678,F,N,Y,0,98399.1,Working,Secondary / secondary special,Married,With parents,-17034,-13009,1,0,0,0,Cleaning staff,2.0
5012679,M,N,Y,1,126206.7,Pensioner,Secondary / secondary special,Married,House / apartment,-22467,365243,1,0,0,0,Managers,3.0
5012680,F,N,N,0,137077.0,Working,Secondary / secondary special,Separated,House / apartment,-13700,-5683,1,0,1,0,Private service staff,2.0
5012681,F,Y,N,1,83475.2,State servant,Secondary / secondary special,Married,House / apartment,-9719,-10492,1,0,0,0,Waiters/barmen staff,2.0
5012682,F,Y,N,3,110538.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16945,-11550,1,0,0,0,Laborers,4.0
5012683,M,Y,Y,1,219032.7,Working,Secondary / secondary special,Single / not married,House / apartment,-8622,-14092,1,0,0,0,Private service staff,3.0
5012684,F,N,N,0,97127.5,Working,Secondary / secondary special,Civil marriage,House / apartment,-20493,-8937,1,0,0,0,Sales staff,1.0
5012685,F,Y,Y,0,158110.7,Working,Secondary / secondary special,Separated,Office apartment,-9938,-9205,1,0,0,0,Managers,1.0
5012686,F,Y,N,0,36474.8,Commercial associate,Secondary / secondary special,Married,With parents,-9934,-7419,1,0,0,0,Medicine staff,1.0
5012687,F,Y,N,0,173144.2,Working,Secondary / secondary special,Single / not married,House / apartment,-24683,-13395,1,0,0,0,Core staff,1.0
5012688,F,N,N,0,46119.8,Working,Secondary / secondary special,Married,House / apartment,-22564,-11979,1,0,1,0,Low-skill Laborers,2.0
5012689,M,Y,N,0,163522.3,Pensioner,Secondary / secondary special,Widow,House / apartment,-18294,365243,1,0,0,0,Realty agents,2.0
5012690,F,N,Y,1,120008.2,Working,Secondary / secondary special,Single / not married,House / apartment,-11192,-12429,1,1,0,0,Accountants,2.0
5012691,F,Y,Y,1,94093.1,Pensioner,Secondary / secondary special,Married,House / apartment,-18580,365243,1,0,1,0,nan,3.0
5012692,F,Y,N,0,93920.7,Working,Secondary / secondary special,Separated,Rented apartment,-14385,-8696,1,0,1,0,Realty agents,2.0
5012693,M,N,Y,0,86997.5,Working,Secondary / secondary special,Married,With parents,-14055,-5234,1,0,1,0,nan,1.0
